module,base_toggle_hit,p15_toggle_hit,merged_toggle_hit,toggle_total,base_toggle_percent,p15_toggle_percent,merged_toggle_percent,toggle_hit_delta
core.v,3332,4076,3851,4878,68.31,75.12,78.95,519
