cycle,event,a,b,c,d,e
102,imm,1,1,1,0,0
102,decode,19,0,0,0,0
103,operand,5,0,0,7,23
103,value,0,0,0,0,0
103,imm,4,1,1,0,0
103,decode,103,0,0,0,0
103,jump,0,1,0,0,0
104,operand,5,5,16,1,19
104,value,104,0,0,0,0
104,imm,1,2,0,16,0
104,decode,115,0,0,0,0
104,bp,1,0,0,0,0
104,redirect,1,0,0,0,0
105,operand,1,5,0,5,103
105,value,120,0,0,0,0
105,imm,1,1,1,0,0
107,decode,19,0,0,0,0
108,decode,103,0,0,0,0
108,jump,0,1,0,0,0
109,operand,19,0,4,1,19
109,value,0,0,0,0,0
109,imm,1,2,0,4,0
109,decode,19,0,0,127,0
109,bp,1,0,0,0,0
109,redirect,1,0,0,0,0
110,operand,0,1,0,5,103
110,value,116,0,0,0,0
110,imm,1,1,1,0,0
112,decode,115,0,0,0,0
113,decode,19,0,0,0,0
114,decode,103,0,0,0,0
114,jump,0,1,0,0,0
114,redirect,1,0,0,0,0
114,trap,2,0,0,0,0
