module,base_toggle_hit,p16_toggle_hit,merged_toggle_hit,toggle_total,base_toggle_percent,p16_toggle_percent,merged_toggle_percent,toggle_hit_delta,p16_roster_total,p16_roster_covered,p16_roster_newly_covered
core.v,3332,3509,3813,4878,68.31,64.67,78.17,481,200,96,96
