(2026-06-12 10:16:51),0.00032933,0,start,845.207,13,RegisterApps : 
(2026-06-12 10:16:52),0.0104797,0,start,1263.17,430,LicenseMgr Init : 
(2026-06-12 10:16:52),0.0157168,0,end,1268.43,431,LicenseMgr Init : 
(2026-06-12 10:16:52),0.0158669,0,end,1339.15,432,RegisterApps : 
(2026-06-12 10:16:52),0.0205987,0,start,1389.87,481,VCS Read Task : 
(2026-06-12 10:16:53),0.0343999,0,end,1391.61,483,VCS Read Task : 
(2026-06-12 10:16:53),0.0347028,0,start,1391.61,480,Load VCS Message: 
(2026-06-12 10:16:53),0.0350147,0,end,1391.61,481,Load VCS Message: 
(2026-06-12 10:16:53),0.0350153,0,start,1391.61,481,NLDM Creation : 
(2026-06-12 10:16:53),0.0350159,0,start,1391.61,481,LoadCircuitModel : 
(2026-06-12 10:16:53),0.0350243,0,start,1391.61,481,VsiLib_Restore : 
(2026-06-12 10:16:53),0.035025,0,end,1391.61,481,VsiLib_Restore : 
(2026-06-12 10:16:53),0.0350254,0,end,1391.61,481,LoadCircuitModel : 
(2026-06-12 10:16:53),0.0350262,0,start,1391.61,481,BuildNetlist : 
(2026-06-12 10:16:53),0.035027,0,start,1391.61,481,NLDM Build : 
(2026-06-12 10:16:53),0.0350839,0,start,1412.12,503,XMR_Resolution : Total:0 : 
(2026-06-12 10:16:53),0.0350842,0,end,1412.12,503,XMR_Resolution : Success:0 : 
(2026-06-12 10:16:53),0.0350848,0,end,1412.12,503,NLDM Build : 
(2026-06-12 10:16:53),0.0350862,1,start,1412.12,503,Cell properties : 
(2026-06-12 10:16:53),0.0350874,1,end,1412.12,503,Cell properties : 
(2026-06-12 10:16:53),0.0350877,0,end,1412.12,503,BuildNetlist : 
(2026-06-12 10:16:53),0.0350885,0,end,1412.12,503,NLDM Creation : 
(2026-06-12 10:16:53),0.0351038,0,start,1412.12,503,PropertyLoad: Formal Property : 
(2026-06-12 10:16:53),0.0351122,0,end,1412.12,503,PropertyLoad: Formal Property : 
(2026-06-12 10:16:53),0.0351126,0,start,1412.12,503,PropertyLoad: Formal Property : 
(2026-06-12 10:16:53),0.0351129,0,end,1412.12,503,PropertyLoad: Formal Property : 
(2026-06-12 10:16:53),0.0351132,0,start,1412.12,503,PropertyLoad: Formal Property : 
(2026-06-12 10:16:53),0.0351135,0,end,1412.12,503,PropertyLoad: Formal Property : 
(2026-06-12 10:16:53),0.0351153,0,start,1412.12,503,StaticCheck: StaticCheckProcess : 
(2026-06-12 10:16:53),0.035116,0,start,1412.12,503,StaticCheck: NldfgFlatDesign : 
(2026-06-12 10:16:53),0.0351164,0,start,1412.12,503,StaticCheck: createFlatDesign : 
(2026-06-12 10:16:53),0.0352099,0,end,1421.27,513,StaticCheck: createFlatDesign : 
(2026-06-12 10:16:53),0.0352103,0,start,1421.27,513,StaticCheck: legalize : 
(2026-06-12 10:16:53),0.0352113,0,end,1421.27,513,StaticCheck: legalize : 
(2026-06-12 10:16:53),0.0352115,0,start,1421.27,513,StaticCheck: reduceBidirectionals : 
(2026-06-12 10:16:53),0.0352118,0,end,1421.27,513,StaticCheck: reduceBidirectionals : 
(2026-06-12 10:16:53),0.035212,0,start,1421.27,513,StaticCheck: computeNetEquivalences : 
(2026-06-12 10:16:53),0.0352124,0,end,1421.27,513,StaticCheck: computeNetEquivalences : 
(2026-06-12 10:16:53),0.0352126,0,start,1421.27,513,StaticCheck: eliminateBidirectionals : 
(2026-06-12 10:16:53),0.0352129,0,end,1421.27,513,StaticCheck: eliminateBidirectionals : 
(2026-06-12 10:16:53),0.0352133,0,end,1421.27,513,StaticCheck: NldfgFlatDesign : 
(2026-06-12 10:16:53),0.0352136,0,start,1421.27,513,StaticCheck: CombLoopCheck  : 
(2026-06-12 10:16:53),0.0352138,0,start,1421.27,513,CombLoop : Topo Order 
(2026-06-12 10:16:53),0.0352147,0,end,1421.27,513,CombLoop : Topo Order 
(2026-06-12 10:16:53),0.0352149,0,start,1421.27,513,CombLoop : Compute Segments 
(2026-06-12 10:16:53),0.0352152,0,end,1421.27,513,CombLoop : Compute Segments 
(2026-06-12 10:16:53),0.0352154,0,end,1421.27,513,StaticCheck: CombLoopCheck  : 
(2026-06-12 10:16:53),0.0352157,0,start,1421.27,513,StaticCheck: MultiDriverCheck  : 
(2026-06-12 10:16:53),0.0352161,0,end,1421.27,513,StaticCheck: MultiDriverCheck  : 
(2026-06-12 10:16:53),0.0352166,0,end,1421.27,504,StaticCheck: StaticCheckProcess : 
(2026-06-12 10:16:53),0.035217,0,start,1421.27,504,createWordSplitBaseNetCacheUtil
(2026-06-12 10:16:53),0.0352174,0,end,1421.27,504,createWordSplitBaseNetCacheUtil
(2026-06-12 10:16:53),0.0352177,0,start,1421.27,504,populate SSF data: 
(2026-06-12 10:16:53),0.035218,0,end,1421.27,504,populate SSF data: 
(2026-06-12 10:16:53),0.0352182,0,start,1421.27,504,DumpGateCountStats : 
(2026-06-12 10:16:53),0.0352208,0,end,1421.27,504,DumpGateCountStats : 
(2026-06-12 10:16:53),0.0352211,0,start,1421.27,504,DataModelStats : 
(2026-06-12 10:16:53),0.0352217,0,end,1421.27,504,DataModelStats : 
(2026-06-12 10:16:53),0.0352253,1,start,1421.27,513,ModuleDesignPropagation : 
(2026-06-12 10:16:53),0.0352257,1,end,1421.27,513,ModuleDesignPropagation : 
(2026-06-12 10:16:53),0.0370674,0,start,1431.64,523,XMR_Resolution : Total:1 : 
(2026-06-12 10:16:53),0.0370683,0,end,1431.64,523,XMR_Resolution : Success:1 : 
