(2026-06-09 22:54:17),0.000179685,0,start,845.207,13,RegisterApps : 
(2026-06-09 22:54:18),0.00938282,0,start,1263.17,430,LicenseMgr Init : 
(2026-06-09 22:54:18),0.0145695,0,end,1268.43,431,LicenseMgr Init : 
(2026-06-09 22:54:18),0.0147069,0,end,1339.15,432,RegisterApps : 
(2026-06-09 22:54:19),0.0195487,0,start,1389.85,481,VCS Read Task : 
(2026-06-09 22:54:19),0.0317629,0,end,1389.97,481,VCS Read Task : 
(2026-06-09 22:54:19),0.0320347,0,start,1389.97,478,Load VCS Message: 
(2026-06-09 22:54:19),0.0320366,0,end,1389.97,478,Load VCS Message: 
(2026-06-09 22:54:19),0.0320403,0,start,1389.97,478,NLDM Creation : 
(2026-06-09 22:54:19),0.0320416,0,start,1389.97,478,LoadCircuitModel : 
(2026-06-09 22:54:19),0.0320527,0,start,1389.97,478,VsiLib_Restore : 
(2026-06-09 22:54:19),0.0320534,0,end,1389.97,478,VsiLib_Restore : 
(2026-06-09 22:54:19),0.0320538,0,end,1389.97,478,LoadCircuitModel : 
(2026-06-09 22:54:19),0.0320546,0,start,1389.97,478,BuildNetlist : 
(2026-06-09 22:54:19),0.0320555,0,start,1389.97,478,NLDM Build : 
(2026-06-09 22:54:19),0.0321116,0,start,1410.43,500,XMR_Resolution : Total:0 : 
(2026-06-09 22:54:19),0.0321119,0,end,1410.43,500,XMR_Resolution : Success:0 : 
(2026-06-09 22:54:19),0.0321126,0,end,1410.43,500,NLDM Build : 
(2026-06-09 22:54:19),0.0321138,1,start,1410.43,500,Cell properties : 
(2026-06-09 22:54:19),0.0321149,1,end,1410.43,500,Cell properties : 
(2026-06-09 22:54:19),0.0321151,0,end,1410.43,500,BuildNetlist : 
(2026-06-09 22:54:19),0.0321158,0,end,1410.43,500,NLDM Creation : 
(2026-06-09 22:54:19),0.0321289,0,start,1410.43,500,PropertyLoad: Formal Property : 
(2026-06-09 22:54:19),0.0321343,0,end,1410.43,500,PropertyLoad: Formal Property : 
(2026-06-09 22:54:19),0.0321347,0,start,1410.43,500,PropertyLoad: Formal Property : 
(2026-06-09 22:54:19),0.0321349,0,end,1410.43,500,PropertyLoad: Formal Property : 
(2026-06-09 22:54:19),0.0321352,0,start,1410.43,500,PropertyLoad: Formal Property : 
(2026-06-09 22:54:19),0.0321354,0,end,1410.43,500,PropertyLoad: Formal Property : 
(2026-06-09 22:54:19),0.0321371,0,start,1410.43,500,StaticCheck: StaticCheckProcess : 
(2026-06-09 22:54:19),0.0321378,0,start,1410.43,500,StaticCheck: NldfgFlatDesign : 
(2026-06-09 22:54:19),0.0321381,0,start,1410.43,500,StaticCheck: createFlatDesign : 
(2026-06-09 22:54:19),0.0321621,0,end,1419.45,509,StaticCheck: createFlatDesign : 
(2026-06-09 22:54:19),0.0321624,0,start,1419.45,509,StaticCheck: legalize : 
(2026-06-09 22:54:19),0.0321631,0,end,1419.45,509,StaticCheck: legalize : 
(2026-06-09 22:54:19),0.0321633,0,start,1419.45,509,StaticCheck: reduceBidirectionals : 
(2026-06-09 22:54:19),0.0321635,0,end,1419.45,509,StaticCheck: reduceBidirectionals : 
(2026-06-09 22:54:19),0.0321638,0,start,1419.45,509,StaticCheck: computeNetEquivalences : 
(2026-06-09 22:54:19),0.0321641,0,end,1419.45,509,StaticCheck: computeNetEquivalences : 
(2026-06-09 22:54:19),0.0321643,0,start,1419.45,509,StaticCheck: eliminateBidirectionals : 
(2026-06-09 22:54:19),0.0321645,0,end,1419.45,509,StaticCheck: eliminateBidirectionals : 
(2026-06-09 22:54:19),0.0321649,0,end,1419.45,509,StaticCheck: NldfgFlatDesign : 
(2026-06-09 22:54:19),0.0321652,0,start,1419.45,509,StaticCheck: CombLoopCheck  : 
(2026-06-09 22:54:19),0.0321654,0,start,1419.45,509,CombLoop : Topo Order 
(2026-06-09 22:54:19),0.0321663,0,end,1419.45,509,CombLoop : Topo Order 
(2026-06-09 22:54:19),0.0321666,0,start,1419.45,509,CombLoop : Compute Segments 
(2026-06-09 22:54:19),0.0321668,0,end,1419.45,509,CombLoop : Compute Segments 
(2026-06-09 22:54:19),0.032167,0,end,1419.45,509,StaticCheck: CombLoopCheck  : 
(2026-06-09 22:54:19),0.0321673,0,start,1419.45,509,StaticCheck: MultiDriverCheck  : 
(2026-06-09 22:54:19),0.0321685,0,end,1419.45,509,StaticCheck: MultiDriverCheck  : 
(2026-06-09 22:54:19),0.0321689,0,end,1419.45,500,StaticCheck: StaticCheckProcess : 
(2026-06-09 22:54:19),0.0321693,0,start,1419.45,500,createWordSplitBaseNetCacheUtil
(2026-06-09 22:54:19),0.0321697,0,end,1419.45,500,createWordSplitBaseNetCacheUtil
(2026-06-09 22:54:19),0.0321699,0,start,1419.45,500,populate SSF data: 
(2026-06-09 22:54:19),0.0321707,0,end,1419.45,500,populate SSF data: 
(2026-06-09 22:54:19),0.0321719,0,start,1419.45,500,DumpGateCountStats : 
(2026-06-09 22:54:19),0.0321742,0,end,1419.45,500,DumpGateCountStats : 
(2026-06-09 22:54:19),0.0321745,0,start,1419.45,500,DataModelStats : 
(2026-06-09 22:54:19),0.032175,0,end,1419.45,500,DataModelStats : 
(2026-06-09 22:54:19),0.0321783,1,start,1419.45,509,ModuleDesignPropagation : 
(2026-06-09 22:54:19),0.0321787,1,end,1419.45,509,ModuleDesignPropagation : 
(2026-06-09 22:54:19),0.033365,0,start,1419.82,511,Check: check_fv : 
(2026-06-09 22:54:19),0.0333686,0,start,1419.82,511,Check: BuildFormal : 
(2026-06-09 22:54:19),0.033369,0,start,1419.82,511,Check: Init : 
(2026-06-09 22:54:19),0.0333692,0,end,1419.82,511,Check: Init : 
(2026-06-09 22:54:19),0.0333695,0,start,1419.82,511,Check: ResetSetup : 
(2026-06-09 22:54:19),0.0333697,0,start,1419.82,511,Check: EnvInstrumentation : 
(2026-06-09 22:54:19),0.0333701,0,end,1419.82,511,Check: EnvInstrumentation : 
(2026-06-09 22:54:19),0.0333944,0,start,1419.82,511,sim_save_reset : 
(2026-06-09 22:54:19),0.0338912,0,end,1444.14,512,sim_save_reset : 
(2026-06-09 22:54:19),0.0338918,0,end,1444.14,512,Check: ResetSetup : 
(2026-06-09 22:54:19),0.0338922,0,start,1444.14,512,Check: BotEotInstr : 
(2026-06-09 22:54:19),0.0338932,0,end,1444.14,512,Check: BotEotInstr : 
(2026-06-09 22:54:19),0.0338935,0,start,1444.14,512,Check: VPSetup : 
(2026-06-09 22:54:19),0.0338949,0,end,1444.14,512,Check: VPSetup : 
(2026-06-09 22:54:19),0.0338951,0,start,1444.14,512,Check: VPReset : 
(2026-06-09 22:54:19),0.0338958,0,end,1444.14,512,Check: VPReset : 
(2026-06-09 22:54:19),0.033896,0,start,1444.14,512,Check: InitApp : 
(2026-06-09 22:54:19),0.0339093,0,end,1444.14,512,Check: InitApp : 
(2026-06-09 22:54:19),0.0339096,0,start,1444.14,512,Check: FormalModel : 
(2026-06-09 22:54:19),0.0339098,0,start,1444.14,512,DfgBuild: Setup : 
(2026-06-09 22:54:19),0.0339101,0,start,1444.14,512,DfgBuild: ValidateNLDMOperators : 
(2026-06-09 22:54:19),0.0339112,0,end,1444.14,512,DfgBuild: ValidateNLDMOperators : 
(2026-06-09 22:54:19),0.0339115,0,end,1444.14,512,DfgBuild: Setup : 
(2026-06-09 22:54:19),0.0339117,0,start,1444.14,512,DfgBuild: ReuseCheck : 
(2026-06-09 22:54:19),0.0339121,0,end,1444.14,512,DfgBuild: ReuseCheck : 
(2026-06-09 22:54:19),0.0339123,0,start,1444.14,512,DfgBuild: Flatten : 
(2026-06-09 22:54:19),0.0339179,0,end,1444.14,521,DfgBuild: Flatten : 
(2026-06-09 22:54:19),0.0339182,0,start,1444.14,521,DfgBuild: ClockSetup : 
(2026-06-09 22:54:19),0.0339184,0,end,1444.14,521,DfgBuild: ClockSetup : 
(2026-06-09 22:54:19),0.0339186,0,start,1444.14,521,DfgBuild: Modeling : 
(2026-06-09 22:54:19),0.0339193,0,end,1444.14,521,DfgBuild: Modeling : 
(2026-06-09 22:54:19),0.0339196,0,start,1444.14,521,DfgBuild: FlatRemodel : 
(2026-06-09 22:54:19),0.0339208,0,end,1444.14,521,DfgBuild: FlatRemodel : 
(2026-06-09 22:54:19),0.033921,0,start,1444.14,521,DfgBuild: NldfgBuild : 
(2026-06-09 22:54:19),0.0339217,0,start,1444.14,521,NldfgBuild : Print statistics 
(2026-06-09 22:54:19),0.0339219,0,end,1444.14,521,NldfgBuild : Print statistics 
(2026-06-09 22:54:19),0.0339222,0,start,1444.14,521,NldfgBuild : Reduce bidirectionals 
(2026-06-09 22:54:19),0.0339224,0,end,1444.14,521,NldfgBuild : Reduce bidirectionals 
(2026-06-09 22:54:19),0.0339226,0,start,1444.14,521,NldfgBuild : Cutpoint Insertion 
(2026-06-09 22:54:19),0.0339239,0,end,1444.14,521,NldfgBuild : Cutpoint Insertion 
(2026-06-09 22:54:19),0.0339241,0,start,1444.14,521,NldfgBuild : Compute net equivalences 
(2026-06-09 22:54:19),0.0339244,0,end,1444.14,521,NldfgBuild : Compute net equivalences 
(2026-06-09 22:54:19),0.0339247,0,start,1444.14,521,NldfgBuild : Eliminate bidirectionals 
(2026-06-09 22:54:19),0.0339249,0,end,1444.14,521,NldfgBuild : Eliminate bidirectionals 
(2026-06-09 22:54:19),0.0339251,0,start,1444.14,521,NldfgBuild : Remove false combo loops 
(2026-06-09 22:54:19),0.033926,0,end,1444.14,521,NldfgBuild : Remove false combo loops 
(2026-06-09 22:54:19),0.0339264,0,start,1444.14,521,NldfgBuild : Create dfg 
(2026-06-09 22:54:19),0.0339267,0,start,1444.14,521,NldfgBuild : Create graph function 
(2026-06-09 22:54:19),0.0339335,0,end,1444.14,521,NldfgBuild : Create graph function 
(2026-06-09 22:54:19),0.0339337,0,start,1444.14,521,NldfgBuild : Create scopes 
(2026-06-09 22:54:19),0.0339342,0,end,1444.14,521,NldfgBuild : Create scopes 
(2026-06-09 22:54:19),0.0339344,0,start,1444.14,521,NldfgBuild : Initial setup 
(2026-06-09 22:54:19),0.0339347,0,end,1444.14,521,NldfgBuild : Initial setup 
(2026-06-09 22:54:19),0.0339349,0,start,1444.14,521,NldfgBuild : Create graph 
(2026-06-09 22:54:19),0.033936,0,end,1444.14,521,NldfgBuild : Create graph 
(2026-06-09 22:54:19),0.0339363,0,start,1444.14,521,NldfgBuild : Create terminal sinks and sources 
(2026-06-09 22:54:19),0.033938,0,end,1444.14,521,NldfgBuild : Create terminal sinks and sources 
(2026-06-09 22:54:19),0.0339382,0,start,1444.14,521,NldfgBuild : Compute dependencies 
(2026-06-09 22:54:19),0.0339385,0,end,1444.14,521,NldfgBuild : Compute dependencies 
(2026-06-09 22:54:19),0.0339387,0,start,1444.14,521,NldfgBuild : Compute combinational SCCs 
(2026-06-09 22:54:19),0.033939,0,end,1444.14,521,NldfgBuild : Compute combinational SCCs 
(2026-06-09 22:54:19),0.0339393,0,start,1444.14,521,NldfgBuild : Compute templates 
(2026-06-09 22:54:19),0.0339454,0,end,1444.14,521,NldfgBuild : Compute templates 
(2026-06-09 22:54:19),0.0339456,0,start,1444.14,521,NldfgBuild : Eliminate combinational SCCs 
(2026-06-09 22:54:19),0.0339459,0,end,1444.14,521,NldfgBuild : Eliminate combinational SCCs 
(2026-06-09 22:54:19),0.0339461,0,start,1444.14,521,NldfgBuild : Computing sequential SCCs 
(2026-06-09 22:54:19),0.0339464,0,end,1444.14,521,NldfgBuild : Computing sequential SCCs 
(2026-06-09 22:54:19),0.0339466,0,start,1444.14,521,NldfgBuild : Create simulator clocks, changeAts and Triggers 
(2026-06-09 22:54:19),0.0339468,0,end,1444.14,521,NldfgBuild : Create simulator clocks, changeAts and Triggers 
(2026-06-09 22:54:19),0.0339471,0,start,1444.14,521,NldfgBuild : SymSimulator Analysis and computation 
(2026-06-09 22:54:19),0.03395,0,end,1444.14,521,NldfgBuild : SymSimulator Analysis and computation 
(2026-06-09 22:54:19),0.0339502,0,start,1444.14,521,NldfgBuild : Collect Aeps 
(2026-06-09 22:54:19),0.0339506,0,end,1444.14,521,NldfgBuild : Collect Aeps 
(2026-06-09 22:54:19),0.0339508,0,start,1444.14,521,NldfgBuild : Cleanup Simulator 
(2026-06-09 22:54:19),0.0339511,0,end,1444.14,521,NldfgBuild : Cleanup Simulator 
(2026-06-09 22:54:19),0.0339513,0,start,1444.14,521,NldfgBuild : Cleanup Samplers 
(2026-06-09 22:54:19),0.033952,0,end,1444.14,521,NldfgBuild : Cleanup Samplers 
(2026-06-09 22:54:19),0.0339523,0,end,1444.14,521,NldfgBuild : Create dfg 
(2026-06-09 22:54:19),0.0339526,0,end,1444.14,521,DfgBuild: NldfgBuild : 
(2026-06-09 22:54:19),0.0339529,0,start,1444.14,521,StaticCheck: StaticCheckProcess : 
(2026-06-09 22:54:19),0.0339537,0,start,1444.14,521,StaticCheck: NldfgFlatDesign : 
(2026-06-09 22:54:19),0.0339539,0,end,1444.14,521,StaticCheck: NldfgFlatDesign : 
(2026-06-09 22:54:19),0.0339542,0,start,1444.14,521,StaticCheck: CombLoopCheck  : 
(2026-06-09 22:54:19),0.0339544,0,start,1444.14,521,CombLoop : Topo Order 
(2026-06-09 22:54:19),0.0339553,0,end,1444.14,521,CombLoop : Topo Order 
(2026-06-09 22:54:19),0.0339555,0,start,1444.14,521,CombLoop : Compute Segments 
(2026-06-09 22:54:19),0.0339557,0,end,1444.14,521,CombLoop : Compute Segments 
(2026-06-09 22:54:19),0.0339559,0,end,1444.14,521,StaticCheck: CombLoopCheck  : 
(2026-06-09 22:54:19),0.0339562,0,start,1444.14,521,StaticCheck: MultiDriverCheck  : 
(2026-06-09 22:54:19),0.0339565,0,end,1444.14,521,StaticCheck: MultiDriverCheck  : 
(2026-06-09 22:54:19),0.0339568,0,end,1444.14,521,StaticCheck: StaticCheckProcess : 
(2026-06-09 22:54:19),0.033957,0,start,1444.14,521,DfgBuild: DfgRemodel : 
(2026-06-09 22:54:19),0.0339671,0,end,1444.14,521,DfgBuild: DfgRemodel : 
(2026-06-09 22:54:19),0.0339676,0,end,1444.14,512,Check: FormalModel : 
(2026-06-09 22:54:19),0.033968,0,end,1444.14,512,Check: BuildFormal : 
(2026-06-09 22:54:19),0.0339682,0,start,1444.14,512,Check: GCDB : 
(2026-06-09 22:54:19),0.0339698,0,end,1444.14,512,Check: GCDB : 
(2026-06-09 22:54:19),0.0339809,0,start,1444.14,512,Check: Tanglewood : 
(2026-06-09 22:54:19),0.034139,0,start,1444.14,512,perf_diagnostics_alerts: report_fv : 
(2026-06-09 22:54:19),0.0341874,0,end,1444.14,514,perf_diagnostics_alerts: report_fv : 
(2026-06-09 22:54:19),0.0341917,0,start,1444.14,514,orc_perf_debug diagnostics: orc_perf_debug -mode lite : 
(2026-06-09 22:54:19),0.0341949,0,end,1444.14,514,orc_perf_debug diagnostics: orc_perf_debug -mode lite : 
(2026-06-09 22:54:19),0.0341972,0,end,1444.14,514,Check: Tanglewood : 
(2026-06-09 22:54:19),0.0341975,0,end,1444.14,514,Check: check_fv : 
(2026-06-09 22:54:21),0.0569012,0,start,1444.14,514,perf_diagnostics_alerts: report_fv : 
(2026-06-09 22:54:21),0.0569487,0,end,1444.14,515,perf_diagnostics_alerts: report_fv : 
(2026-06-09 22:54:21),0.0569493,0,start,1444.14,515,orc_perf_debug diagnostics: orc_perf_debug -mode lite : 
(2026-06-09 22:54:21),0.0569672,0,end,1444.14,515,orc_perf_debug diagnostics: orc_perf_debug -mode lite : 
