################################################################################
#
# Purpose:
# This file contains the information about the virtual clock domains 
# inferred for the black box pins according to the "abstract_module" 
# constraints provided in sgdc file 
#
################################################################################

Blackbox instance, Pin, Domain name, Domain id, SGDC file:line
cpu_m1_top.u_core.u_trigger,mem_addr[11],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[12],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[13],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[14],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[15],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[16],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[17],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[18],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[19],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[20],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[21],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[22],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[23],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[24],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[25],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[26],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[27],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[28],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[29],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[30],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_addr[31],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_size[0],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,mem_size[1],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,fire_valid,"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,fire_idx[0],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,fire_idx[1],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[0],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[1],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[2],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[3],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[4],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[5],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[6],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[7],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[8],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[9],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[10],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[11],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[12],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[13],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[14],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[15],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[16],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[17],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[18],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[19],"cpu_m1_top.clk",0,-
cpu_m1_top.u_core.u_trigger,csr_rdata[20],"cpu_m1_top.clk",0,-
