module,base_toggle_hit,p18_toggle_hit,merged_toggle_hit,toggle_total,base_toggle_percent,p18_toggle_percent,merged_toggle_percent,toggle_hit_delta,p18_roster_total,p18_roster_now_covered,p18_roster_remaining
core.v,4185,3314,4268,5426,77.13,61.08,78.66,83,258,13,171
